objectid,type,title,creator,date,location,description,PEOPLE,SEARCH TERMS,subject,identifier,rights,image_small,image_thumb
2020.59.29,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts seven people, who are embracing in a group hug. One person wears a small backpack, covered with numerous button pins. One button reads ""GUELPH BLACK HERITAGE SOCIETY."" On another button, the text ""BLACK LIVES MATTER"" encircles the image of a raised fist. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.29 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205929.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205929.jpg
2020.59.3,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts an adult holding a child on their shoulders. They are outside, in an urban environment, within a crowd of people. Many are wearing face masks and holding protest signs. One sign reads: ""Respect the Source."" Another sign reads: ""White Silence is White Compliance."" On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.3 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020593.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020593.jpg
2020.59.30,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people, all facing toward the camera. Many are wearing face masks and holding protest signs. In the foreground, three of the signs read: ""BLACK LIVES MATTER,"" ""DEFUND the POLICE"" and ""WHO DO WE CALL WHEN THE POLICE KILLS."" An expanse of sky and a number of buildings are visible in the background. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph Wyndham Street Wyndham Street - Upper",PROTEST PHOTOGRAPHS - COLOUR,2020.59.30 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205930.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/20205930.jpg
2020.59.4,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts Kween, Executive Director of the Guelph Black Heritage Society, on stage at the Black Lives Matter Solidarity march and protest. She is shown from behind as she presents to a crowd of people. Many are wearing face masks and holding protest signs. Kween is wearing a red skirt and a backback that is covered in button pins. She holds a clipboard in her left hand and a microphone in her right hand. Her right arm is raised and pointing upward. The crowd includes photographers and a Global News reporter. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi , Kween","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.4 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020594.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020594.jpg
2020.59.5,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts Kween, Executive Director of the Guelph Black Heritage Society, on stage at the Black Lives Matter Solidarity march and protest. She is shown from behind as she presents to a crowd of people. Many are wearing face masks and holding protest signs. Kween is wearing a backback that is covered in button pins. She holds a microphone in her right hand. Her right arm is raised and pointing upward. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi , Kween","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.5 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020595.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020595.jpg
2020.59.6,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts Kween, Executive Director of the Guelph Black Heritage Society, on stage at the Black Lives Matter Solidarity march and protest. She speaks into a microphone and holds a clipboard with papers in her left hand. She is wearing glasses and a t-shirt that says ""BLACK LIVES MATTER"" in bold block lettering. There are street front buildings in the background. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi , Kween","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - BLACK & WHITE,2020.59.6 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020596.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020596.jpg
2020.59.7,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts five people with raised fists. They hold three handmade protest signs, which read: ""The Source / Sister / Mother / Boss / Friend / Lover / Respect,"" ""White People This Is Our Burden To Dismantle White Supremacy! Black Lives Matter!"" and ""Black Lives Matter"" respectively. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.7 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020597.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020597.jpg
2020.59.8,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a person wearing a black t-shirt and speaking into a microphone in front of a large crowd of people. Many are wearing face masks, holding protest signs, and/or have raised fists. On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.8 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020598.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020598.jpg
2020.59.9,"Print, Digital","Digital Photograph, Devi Thompson, Black Lives Matter Solidarity March and Protest, 6 June 2020",Devi Thompson,06-Jun-20,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Devi Thompson at the Black Lives Matter Solidarity March and Protest held on 6 June 2020. The photograph depicts a crowd of people, gathered together and facing the camera. They variously sit, stand or kneel. Most are wearing face masks and holding protest signs. Some have raised their fists in the air. Two people are weating t-shirts that read: ""I Can't Breathe #BlackLivesMatter."" A sign in the foreground reads: ""White People This Is Our Burden To Dismantle White Supremacy! Black Lives Matter!"" On 6 June 2020, approximately 8,000 people gathered in downtown Guelph. The assembled crowd marched together in a peaceful protest organized by the Guelph Black Heritage Society in solidarity with the Black Lives Matter movement. Another 20,000 people followed the event through mainstream and social media platforms.","Thompson, Devi","Black Lives Matter Solidarity Protest, 6 June 2020 Downtown Guelph",PROTEST PHOTOGRAPHS - COLOUR,2020.59.9 - Digital Print,Original image and copyright maintained by Devi Thompson.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020599.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/217/2020599.jpg
2022.2.1,"Print, Digital","Digital Photograph, ""Lockdown House"" by Justin Langille, COVID-19 Pandemic, 2020","Langille, Justin",2020,"Guelph, Ontario, Canada","Digital copy of a multiple exposure photograph titled ""Lockdown House"" by Justin Langille, 2020. Multiple exposure photograph depicts a layered view through a window into a residential home. The upper third of the image is darkened and obscured. Visible within the house are yellow chairs and a small, green plant. The photograph was originally taken with Kodak Gold 200 film on a plastic camera.","Langille, June Langille, Justine","COVID-19 Pandemic, 2020",PANDEMIC PHOTOGRAPHY,2022.2.1 - Digital Print,Original image and copyright maintained by Justin Langille.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/219/202021-2.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/219/202021-2.jpg
